name,specialization,latitude,longitude,hospital_name
Hamid Iqil Naqvi,ANESTHESIOLOGIST,24.89232084,67.07542773,Agha Khan
M Qamarul Hoda,ANESTHESIOLOGIST,24.89232084,67.07542773,Agha Khan
Fazal Hameed Khan,ANESTHESIOLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Mahendar,"ANESTHESIOLOGY, PAIN MANAGEMENT & SURGICAL INTENSIVE CARE",24.8176517,67.11176696,Indus
Dr. Naveed Masood,"ANESTHESIOLOGY, PAIN MANAGEMENT & SURGICAL INTENSIVE CARE",24.8176517,67.11176696,Indus
Dr. Kashif Naeem,"ANESTHESIOLOGY, PAIN MANAGEMENT & SURGICAL INTENSIVE CARE",24.8176517,67.11176696,Indus
Dr. Adeel Ur Rehman,"ANESTHESIOLOGY, PAIN MANAGEMENT & SURGICAL INTENSIVE CARE",24.8176517,67.11176696,Indus
Dr. Tooba Mughal,"ANESTHESIOLOGY, PAIN MANAGEMENT & SURGICAL INTENSIVE CARE",24.8176517,67.11176696,Indus
Bushra Moiz,ANTICOAGULATION,24.89232084,67.07542773,Agha Khan
"TAHIRA ALEEM, DR.",AUDIOLOGIST,24.85369521,67.03996306,NICVD
"KAUSAR REHMAN, DR.",BREAST SURGEON,24.85369521,67.03996306,NICVD
"ANEELA MALIK, DR.",BREAST SURGEON,24.85369521,67.03996306,NICVD
Lubna Mushtaque Vohra,BREAST SURGEON,24.89232084,67.07542773,Agha Khan
Abida Khalil Sattar,BREAST SURGEON,24.89232084,67.07542773,Agha Khan
Sana Zeeshan,BREAST SURGEON,24.89232084,67.07542773,Agha Khan
Dr. Munira Abdul Aziz,BREAST SURGEON,24.94434275,67.13907265,Dow
Dr. Omema Saleem,BREAST SURGEON,24.94434275,67.13907265,Dow
DR. OMEMA SALEEM,BREAST SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. RUFINA SOOMRO,BREAST SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. ZUBIA MASOOD,BREAST SURGEON,24.81744784,67.00775898,Ziauddin Hospital
Dr. Rabia Niaz,BREAST SURGEON,24.89111874,67.06600414,Liaquat National
Prof. Rufina Soomro,BREAST SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Sabiha Rizwan,BREAST SURGEON,24.89111874,67.06600414,Liaquat National
"AZIZ JAMAL NAQVI, DR.",CARDIAC SURGEON,24.85369521,67.03996306,NICVD
"MUHAMMAD MUSHARAF QURESHI, PROF.",CARDIAC SURGEON,24.85369521,67.03996306,NICVD
"MUHAMMAD QAISER AZIZ KHAN, DR.",CARDIAC SURGEON,24.85369521,67.03996306,NICVD
"AKHTAR HUSSAIN, PROF.",CARDIAC SURGEON,24.85369521,67.03996306,NICVD
Dr. Riffat Tanveer,CARDIAC SURGEON,24.94434275,67.13907265,Dow
Dr. Salman Ahmed,CARDIAC SURGEON,24.94434275,67.13907265,Dow
Dr. Iqbal Hussain Pathan,CARDIAC SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Mohammad Qaiser Aziz Khan,CARDIAC SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Aziz Jamal Naqvi,CARDIAC SURGEON,24.89111874,67.06600414,Liaquat National
Prof. Dr. Tariq Azam Siddiqi,CARDIAC SURGEON,24.89111874,67.06600414,Liaquat National
DR. ARIF UR REHMAN,CARDIAC SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. IMAMUDDIN KHAKI (SUK),CARDIAC SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. GHUFRAN ULLAH KHAN,CARDIAC SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. SOHAIL KHAN BANGASH,CARDIAC SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. IMAM UDDIN KHAKI,CARDIAC SURGEON,24.81744784,67.00775898,Ziauddin Hospital
"RIFFAT SULTANA, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"ANIS MEMON, PROF.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"MUHAMMAD ZIA YAQUB, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"TARIQ ASHRAF, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"SYED MOHAMMAD ALI IRFAN, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"MUHAMMAD ISHAQ KHAN, PROF.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"DAD MUHAMMAD, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"MOHAMMAD REHAN OMAR, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"GHULAM ABBAS SHAIKH, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"MUHAMMAD NAWAZ LASHARI, PROF.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"AHMED NOOR, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"ABDUL SAMAD, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"ABDUL RASHEED KHAN, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"MUHAMMAD HASHIM, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
"TARIQ MASOOD, DR.",CARDIOLOGIST,24.85369521,67.03996306,NICVD
Dr. Fawad Farooq,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Parveen Akhter,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Kanwal Fatima,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Khalid Bhatti,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Khalid Naseeb,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Haroon Ishaq,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Bashir Ahmed Solangi,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Romana Awan,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Jehangir Ali Shah,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Aziz ur Rehman,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Atif Sher,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Ghulam Shabbir,CARDIOLOGIST,24.84691306,67.05618623,NMC
Dr. Muhammad Tariq Farman,CARDIOLOGIST,24.94434275,67.13907265,Dow
Dr. Riaz Ahmed Qureshi,CARDIOLOGIST,24.94434275,67.13907265,Dow
Dr. Muhammad Hashim,CARDIOLOGIST,24.94434275,67.13907265,Dow
Dr. Afzal Qasim,CARDIOLOGIST,24.94434275,67.13907265,Dow
Dr. Asad Mahesar,CARDIOLOGIST,24.94434275,67.13907265,Dow
Dr. Nauman Kakepoto,CARDIOLOGIST,24.94434275,67.13907265,Dow
Dr. Imran Iftikhar,CARDIOLOGIST,24.8176517,67.11176696,Indus
Dr. Asadullah Kundi,CARDIOLOGIST,24.8176517,67.11176696,Indus
Dr. Sajid Dhakam,CARDIOLOGIST,24.8176517,67.11176696,Indus
Dr. Muhammad Faisal Aslam,CARDIOLOGIST,24.8176517,67.11176696,Indus
Dr. Ahmed Noor,CARDIOLOGIST,24.8176517,67.11176696,Indus
Osman Faheem,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Fateh Ali Tipoo Sultan,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Fariha Sadiq Ali,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Farhala Baloch,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Javed Majid Tai,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
M. Nasir Rahman,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Muhammad Abubakr Shaikh,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Syedah Saira Bokhari,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Ghulam Hussain Soomro,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Zainab Samad,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Yawer Saeed,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Abdul Baqi,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Abid Hussain Laghari,CARDIOLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Khalid Khalil,CARDIOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Ramesh Kumar,CARDIOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Sajid Dhakam,CARDIOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Waseem Jaffrani,CARDIOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Mohammad Anwar Jalil,CARDIOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Bashir Hanif,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Sohail Abrar Khan,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Asad Pathan,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Khursheed Hassan,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Irfan E. Chandna,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Fariha Sadiq Ali,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Asadullah Bughti,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Lubna Baqai,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Adeel ur Rehman Siddiqui,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Muhammad Adnan Amin,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Shakir Lakhani,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Mohammad Ali,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Saba Aijaz,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Batool Jawaid,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Aftab Ahmed Saleh,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Salman Ishaque,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Zuhaib Ahmed,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Vinod Kumar,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Syed Khawar Abbas Kazmi,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Ghulam Abbas Shaikh,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Muhammad Bilal Kamil,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Danish Yar,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Sumair Ahmed,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. (Prof) Mohammad Ishaq,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. M. Akram Sultan,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Muhammad Amin,CARDIOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Prof. Dr. Syed Ishtiaq Rasool,CARDIOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Najia Aslam Soomro,CARDIOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Kaleem Ullah Shaikh,CARDIOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Faisal Ahmed,CARDIOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Imran Khan Sandeelo,CARDIOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Hafeez Ahmed,CARDIOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Abeer Sarfaraz,CARDIOLOGIST,24.89111874,67.06600414,Liaquat National
PROF. MANSOOR AHMED,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. AAMIR HAMEED KHAN,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. M. SHAMIM UDDIN SIDDIQUI,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. GHULAM HUSSAIN SOMROO,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
PROF. NAJMA PATEL,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. KHALIDA SOOMRO,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR SYED KHALID HUSSAIN,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR GHULAM HUSSAIN SOOMRO,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
ASST. PROF. JAWAID ANSARI,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. MUSTAJAB MUJTABA,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. SANAULLAH SHAIKH,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. M. INAM DANISH,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. AHMED ALI PHULPOTO,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. AAMIR HAMEED KHAN,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. NIAZ HUSSAIN ABBASI,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. SYED MOHAMMAD ALI IRFAN,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. IMAMUDDIN KHAKI,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. SYED IMRAN AHMED,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. FAREEHA,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. FAISAL MEMON,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. RAJ KUMAR SACHDEWANI,CARDIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
Dr. Noman Khan,CARDIOLOGIST,24.84691306,67.05618623,NMC
Saulat Hasnain Fatmi,CARDIOTHORACIC SURGEON,24.89232084,67.07542773,Agha Khan
Syed Shahabuddin,CARDIOTHORACIC SURGEON,24.89232084,67.07542773,Agha Khan
Shahid Ahmed Sami,CARDIOTHORACIC SURGEON,24.89232084,67.07542773,Agha Khan
Waris Ahmad,CARDIOTHORACIC SURGEON,24.89232084,67.07542773,Agha Khan
Hina Inam,CARDIOTHORACIC SURGEON,24.89232084,67.07542773,Agha Khan
Hasanat Shariff,CARDIOTHORACIC SURGEON,24.89232084,67.07542773,Agha Khan
Dr. Ahson Memon,CARDIOTHORACIC SURGEON,24.91899398,67.06395372,Tabba Heart Institute
Dr. Malik Shafqat Hassan,CARDIOTHORACIC SURGEON,24.91899398,67.06395372,Tabba Heart Institute
Dr. Hafeezullah Bughio,CARDIOTHORACIC SURGEON,24.91899398,67.06395372,Tabba Heart Institute
Hafsa Majid,CHEMICAL PATHOLOGIST,24.89232084,67.07542773,Agha Khan
Lena Jafri,CHEMICAL PATHOLOGIST,24.89232084,67.07542773,Agha Khan
Imran Siddiqui,CHEMICAL PATHOLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Syed Tabish Rehman,CHEST MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Mehreen Umair,CHEST MEDICINE,24.89111874,67.06600414,Liaquat National
Prof. Dr. Syed Ali Arsalan,CHEST MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Zafar Ahmad,CHEST MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Amna Tariq,CHILD PSYCHOLOGIST,24.81441837,67.02243839,South City Hospital
Salman Naseem Adil,CLINICAL HAEMATOLOGIST,24.89232084,67.07542773,Agha Khan
Mohammad Khurshid,CLINICAL HAEMATOLOGIST,24.89232084,67.07542773,Agha Khan
Muhammad Usman Sheikh,CLINICAL HAEMATOLOGIST,24.89232084,67.07542773,Agha Khan
Danish Shakeel,CLINICAL HAEMATOLOGIST,24.89232084,67.07542773,Agha Khan
Natasha Bahadur Ali,CLINICAL HAEMATOLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Izza Hussain,CLINICAL HEMATOlOGIST,24.81441837,67.02243839,South City Hospital
Sadia Shakoor,CLINICAL MICROBIOLOGIST,24.89232084,67.07542773,Agha Khan
Rabia Jaffar,CLINICAL PSYCHOLOGIST,24.89232084,67.07542773,Agha Khan
Mariya Moochhala,CLINICAL PSYCHOLOGIST,24.89232084,67.07542773,Agha Khan
Saiqa Khan,CLINICAL PSYCHOLOGIST,24.89232084,67.07542773,Agha Khan
Armeen Umer Godil,CLINICAL PSYCHOLOGIST,24.89232084,67.07542773,Agha Khan
Nargis Asad,CLINICAL PSYCHOLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Ishfaque Ahmed Memon,CONSULTANT INFECTIOUS DISEASES,24.81441837,67.02243839,South City Hospital
DR. MUHAMMAD ALI,CONSULTANT INTERVENTIONAL RADIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. RAFAY GUL (ASSISTANT PROFESSOR),CONSULTANT INTERVENTIONAL RADIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. AMMAD HUSSAIN,CONSULTANT INTERVENTIONAL RADIOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
Dr. Sajeer Bhura,CRITICAL CARE MEDICINE,24.8176517,67.11176696,Indus
Dr. Komal Baloch,CRITICAL CARE MEDICINE,24.8176517,67.11176696,Indus
Dr. Muhammad Sarfaraz Alam,CRITICAL CARE MEDICINE,24.8176517,67.11176696,Indus
Dr. Nasir Khoso,CRITICAL CARE MEDICINE,24.81441837,67.02243839,South City Hospital
Dr. Waqar Kashif,CRITICAL CARE MEDICINE,24.81441837,67.02243839,South City Hospital
Dr. Mansoor Shah,CRITICAL CARE MEDICINE,24.81441837,67.02243839,South City Hospital
Dr. Sheikh Haroon Shah,DENTAL & MAXILOFACIAL SURGERY,24.89111874,67.06600414,Liaquat National
Prof. Dr. Mervyn Moin Hosien,DENTAL & MAXILOFACIAL SURGERY,24.89111874,67.06600414,Liaquat National
Prof. Dr. Muhammad Farhan,DENTAL & MAXILOFACIAL SURGERY,24.89111874,67.06600414,Liaquat National
Dr. Muhammad Ashfaq Younus,DENTAL & MAXILOFACIAL SURGERY,24.89111874,67.06600414,Liaquat National
Dr. Syed Tahir Husain,DENTAL & MAXILOFACIAL SURGERY,24.89111874,67.06600414,Liaquat National
Dr. Aisha Majid,DENTAL & MAXILOFACIAL SURGERY,24.89111874,67.06600414,Liaquat National
Dr. Tauqir Ul Islam,DENTAL & MAXILOFACIAL SURGERY,24.89111874,67.06600414,Liaquat National
Dr. Sana Khan,DENTAL & MAXILOFACIAL SURGERY,24.89111874,67.06600414,Liaquat National
"SHAH JAHAN KATPAR, PROF.",DENTAL MAXILLOFACIAL SURGEON,24.85369521,67.03996306,NICVD
DR. SARWAT MEMON,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. NADEEM CHAND,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. MUNAZZA LAEEQ,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR AMBER IRFAN,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. HINA AHMED,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. MOHSAIN IMTIAZ MALIK,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
Prof. Zia Abbas,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR.SYED M. WAJEEH ZEESHAN,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. SAMINA SHAMSI,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. POOJA BALANI,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. HALIMA CHAKRANI,DENTAL SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. NOOR UL WAHAB,"DENTAL, ORAL & MAXILLOFACIAL SURGEON",24.81744784,67.00775898,Ziauddin Hospital
DR NOOR UL WAHAB,"DENTAL, ORAL & MAXILLOFACIAL SURGEON",24.81744784,67.00775898,Ziauddin Hospital
Dr.  Waheed Murad,"DENTAL, ORAL & MAXILLOFACIAL SURGEON",24.81744784,67.00775898,Ziauddin Hospital
DR. SUFYAN AHMED,"DENTAL, ORAL & MAXILLOFACIAL SURGEON",24.81744784,67.00775898,Ziauddin Hospital
Humayun Kaleem Siddiqui,DENTIST,24.89232084,67.07542773,Agha Khan
Fahad Umer,DENTIST,24.89232084,67.07542773,Agha Khan
Rashna Hoshang Sukhia,DENTIST,24.89232084,67.07542773,Agha Khan
Robia Ghafoor,DENTIST,24.89232084,67.07542773,Agha Khan
Mubassar Fida,DENTIST,24.89232084,67.07542773,Agha Khan
Mansur Ahmed,DENTIST,24.89232084,67.07542773,Agha Khan
Mohammad Taimur Khaild,DENTIST,24.89232084,67.07542773,Agha Khan
Dinaz Ghandhi,DENTIST,24.89232084,67.07542773,Agha Khan
Farah Saeed,DENTIST,24.89232084,67.07542773,Agha Khan
Syed Murtaza Raza Kazmi,DENTIST,24.89232084,67.07542773,Agha Khan
Farha Naz,DENTIST,24.89232084,67.07542773,Agha Khan
Farhan Raza Khan,DENTIST,24.89232084,67.07542773,Agha Khan
Ali Sadiq,DENTIST,24.89232084,67.07542773,Agha Khan
"NAJIA ASHRAF, DR.",DERMATOLOGIST,24.85369521,67.03996306,NICVD
"JAMIL INAM BHATTI, DR.",DERMATOLOGIST,24.85369521,67.03996306,NICVD
"AZAM J. SAMDANI, PROF.",DERMATOLOGIST,24.85369521,67.03996306,NICVD
"KHAWAJA MUHAMMAD SALIK, DR.",DERMATOLOGIST,24.85369521,67.03996306,NICVD
"MALEEHA JAWAID, DR.",DERMATOLOGIST,24.85369521,67.03996306,NICVD
"ALMAS, DR.",DERMATOLOGIST,24.85369521,67.03996306,NICVD
Dr. Sadaf Asim,DERMATOLOGIST,24.94434275,67.13907265,Dow
Dr. Sadia Hafeez,DERMATOLOGIST,24.94434275,67.13907265,Dow
Dr. Tayyaba,DERMATOLOGIST,24.94434275,67.13907265,Dow
Dr. Madiha,DERMATOLOGIST,24.94434275,67.13907265,Dow
Sadia Masood,DERMATOLOGIST,24.89232084,67.07542773,Agha Khan
Syed Muhammad Sadat Shah,DERMATOLOGIST,24.89232084,67.07542773,Agha Khan
Saadia Tabassum,DERMATOLOGIST,24.89232084,67.07542773,Agha Khan
Muhammad Rizwan,DERMATOLOGIST,24.89232084,67.07542773,Agha Khan
Azam Jah Samdani,DERMATOLOGIST,24.89232084,67.07542773,Agha Khan
Shaheen Naveed,DERMATOLOGIST,24.89232084,67.07542773,Agha Khan
Ayesha Hina,DERMATOLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Sayed Javed Waseem,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Syeda Shahmona,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Tania Shaikh,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Zara Shah,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Sheeza Ali,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Gauhar Alam,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Mahwish Fawad,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Sumera Memon,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Najjia Ashraf,DERMATOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Syed Hatim Ali Shah,DERMATOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Syed Jafar Imam,DERMATOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Ayesha Hina,DERMATOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Syeda Shamoona Tirmizi,DERMATOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
